-70.5	-85.41071429	1	1.641497885	9	2.321428571
-69.66666667	-85.23214286	1	1.201216433	2	0.625
-71.33333333	-85.48214286	1	0.945417249	4	1.571428571
-66.33333333	-83.83134921	1	1.916928529	8	3.255952381
-65	-83.94708995	1	2.019203182	7	0.222222222
-63	-83.71375661	1	1.87175794	5	2.680952381
-65	-84.85589226	1	0.489462821	2	0.176767677
-66	-84.60721501	1	0.389616723	2	0.176190476
-67.66666667	-85.0981241	1	0.649871124	4	0.727272727
-68.66666667	-85.54329004	1	0.972887743	2	1.904761905
-69	-86.11183261	1	0.310093422	2	0.409090909
-68.66666667	-86.17092352	1	0.215682658	0	0.430952381
-70	-85.9513468	1	0.22980094	5	0.45959596
-68.66666667	-85.20740741	1	1.094886168	5	2
-67.33333333	-85.3212963	1	1.221231711	8	0.569444444
-64.66666667	-85.35591787	1	1.239614827	1	1.876086957
-65	-86.05887681	1	0.32921457	0	0.46557971
-69	-86.07304348	1	0.349249262	8	0.493913043
-64.33333333	-85.70301664	1	0.686838487	10	0.863123994
-59.33333333	-83.94154321	1	3.021548901	23	5.778333333
-50.66666667	-83.19719538	1	2.34109406	8	0.876006441
-58	-84.30550745	1	2.74604244	20	5.266025641
-58.5	-83.86056697	1	3.577494116	5	5.32505176
-61	-82.28479853	1	4.982124152	18	7.045787546
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-52	-78.76190476	1	0	0	0
-49	-80.14565826	1	1.956922969	6	2.767507003
-49	-80.14565826	1	1.956922969	6	2.767507003
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.52941176	1	0	0	0
-46	-81.72624434	1	0.278363303	0	0.393665158
-46	-81.82466063	1	0.196832579	0	0.393665158
-47.05882353	-80.26508612	1	2.162422012	2	0.981900452
-47.94444444	-80.57269925	1	1.471719331	12	0.78974359
-48.45454545	-80.94991087	1	0.040967981	10	0.192156863
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-58	-81.13333333	1	0	0	0
-64	-82.16666667	1	1.461354014	12	2.066666667
-64	-82.16666667	1	1.461354014	12	2.066666667
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-70	-83.2	1	0	0	0
-58	-82.86315789	1	0.476366674	24	0.673684211
-58	-82.86315789	1	0.476366674	24	0.673684211
-46	-82.52631579	1	0	0	0
-46	-82.52631579	1	1.45E-14	0	0
-46.14285714	-82.59962406	1	0.387910907	4	2.052631579
-47.66666667	-82.86842105	1	1.567723264	1	1.026315789
-49	-82.46091331	1	1.595408024	1	1.814241486
-48.25	-81.68284314	1	0.75649755	0	0.033333333
-49	-82.11568627	1	0.917852332	4	1.298039216
-47	-82.02745098	1	0.793068782	0	1.121568627
-47.75	-80.71015406	1	1.953641457	0	3.466666667
-48	-80.30502586	1	1.912050768	1	2.742081448
-47.33333333	-78.7542735	1	0.968274129	0	0.416666667
-47	-79.58760684	1	1.065459695	2	0.653846154
-46.66666667	-80.20138889	1	1.65573673	0	3.270833333
-46	-82.02328431	1	1.715995683	1	3.382352941
-46	-82.66911765	1	1.115607417	1	0.75
-46.66666667	-82.73624728	1	1.029763169	4	1.993464052
-46.66666667	-82.48134532	1	0.615551354	1	0.680147059
-47	-81.18166583	1	2.370096696	2	3.35042735
-48.33333333	-80.80844646	1	2.289844626	8	2.34841629
-51	-80.15384615	1	1.412119981	6	2.615384615
-51.66666667	-81.70352564	1	1.299468034	4	2.418269231
-50.66666667	-82.84294872	1	1.545897993	3	3.033653846
-56.33333333	-84.05833333	1	0.813973024	21	1.6125
-56.33333333	-82.94027778	1	2.708065158	1	4.354166667
-57.66666667	-82.66944444	1	2.557401206	16	1.425
-51.66666667	-82.69444444	1	2.588815867	3	5.041666667
-53	-83.51923077	1	1.289716668	1	1.067307692
-51	-82.44184982	1	2.368922262	4	4.732142857
-51.66666667	-80.84065934	1	1.270989695	1	2.236263736
-51	-80.47142857	1	0.631971325	3	1.057142857
-52.33333333	-81.59047619	1	1.747320592	2	3.428571429
-49.66666667	-80.78888889	1	2.938316474	5	3.533333333
-50.33333333	-81.23333333	1	3.126410793	1	0.966666667
